Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Height Height,Weight Weight,Birthplace Birthplace,Gender Gender,Instagram Instagram
Junyoung,Lee Junyoung,이준영,준영,9/23/2000,IZ,South Korea,0,0,,M,
Minjae,Jo Minjae,조민재,민재,8/8/1994,Spectrum,South Korea,0,0,,M,
Dongkyu,Moon Dongkyu,문동규,동규,11/16/1992,Spectrum,South Korea,0,0,,M,
Jaehan,Kim Jaehan,김재한,재한,7/1/1995,OMEGA X,South Korea,0,0,,M,
Hwarang,Park Jonghan,박종찬,종찬,12/5/1995,Spectrum,South Korea,0,0,,M,
Villain,Lee Seunghyun,이승현,빌런,7/17/1998,Spectrum,South Korea,0,0,,M,
Eunjun,Choi Eunjun,최은준,은준,8/6/1999,Spectrum,South Korea,0,0,,M,
Hyunji,Kim Hyunji,김현지,현지,6/30/1992,Hashtag,South Korea,165,0,,F,
Sua,Yang Sua,양수아,수아,3/24/1995,Hashtag,South Korea,169,0,Gwangju,F,
Dajeong,Kim Dajeong,김다정,다정,8/8/1995,Hashtag,South Korea,170,0,Gwangju,F,
Seungmin,Lee Seungmin,이승민,승민,2/3/1996,Hashtag,South Korea,162,0,,F,
Subin,Oh Subin,오수빈,수빈,9/30/1998,Hashtag,South Korea,172,0,,F,
Sojin,Hong Sojin,홍소진,소진,9/24/1999,Hashtag,South Korea,163,0,,F,
Aeji,Kwon Aeji,권애지,애지,10/25/1999,Hashtag,South Korea,163,0,Daegu,F,
Yiyeon,Jung Dasol,정다솔,이연,5/28/1995,BVNDIT,South Korea,0,0,,F,
Songhee,Yoon Songhee,윤송희,송희,11/8/1998,BVNDIT,South Korea,0,0,,F,
Jungwoo,Uhm Jungwoo,엄정우,정우,4/2/1999,BVNDIT,South Korea,0,0,,F,
Simyeong,Lee Simyeong,이시명,시명,5/27/1999,BVNDIT,South Korea,0,0,,F,
Seungeun,Shim Seungeun,심승은,승은,12/27/2000,BVNDIT,South Korea,0,0,,F,
Laon,Shin Kyuhyun,신규현,라온,12/19/1995,ENOi,South Korea,177,60,,M,
Dojin,Jeon Yongtae,전용태,도진,3/7/1997,ENOi,South Korea,181,61,,M,
Hamin,Jo Hamin,조하민,하민,10/24/1997,ENOi,South Korea,183,65,,M,
Donghyuk,Park Donghyuk,박동혁,동혁,12/18/1999,BLANK2Y,South Korea,178,61,,M,
Kevin,Park Jinwoo,박진우,케빈,1/12/2000,OMEGA X,South Korea,167,51,,M,
Junghoon,Han Jeonghoon,한정훈,정훈,2/14/2000,OMEGA X,South Korea,177,61,,M,
Hyuk,Yang Hyuk,양혁,혁,3/15/2000,OMEGA X,South Korea,183,67,,M,
Ji Hansol,Ji Hansol,지한솔,지한솔,11/21/1994,Newkidd,South Korea,182,63,Busan,M,jisol_11
Choi Jiann,Choi Jaewoo,최재우,최지안,9/30/1997,Newkidd,South Korea,175,0,,M,
Jinkwon,Kim Jinkwon,김진권,진권,1/31/2001,Newkidd,South Korea,0,0,,M,
Yunmin,Yun Min,윤민,윤민,2/26/2001,Newkidd,South Korea,0,0,,M,
Hwi,Jo Mingyu,조민규,휘,9/26/2002,Newkidd,South Korea,0,0,,M,
Woochul,Shin Woochul,신우철,우철,10/2/2002,Newkidd,South Korea,0,0,,M,
Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,South Korea,0,0,,M,
Cheongeum,Jang Cheongeum,장청음,청음,6/19/1996,Ho1iday,South Korea,0,0,,F,
Saebyeok,Shim Jaeyoung,심재영,새벽,11/9/1996,Ho1iday,South Korea,0,0,,F,
Heejoo,Jeon Heejoo,전희주,희주,11/30/1996,Ho1iday,South Korea,0,0,,F,
Haru,Lee Yoojeong,이유정,하루,2/26/1997,Ho1iday,South Korea,164,0,,F,
Dany,Jeon Eunji,전은지,다니,1/20/1998,Ho1iday,South Korea,0,0,,F,
BX,Lee Byounggon,이병곤,비엑스,3/5/1998,CIX,South Korea,180,61,Incheon,M,
Seunghun,Kim Seunghun,김승훈,승훈,2/26/1999,CIX,South Korea,181,69,,M,
Yonghee,Kim Yonghee,김용희,용희,2/17/2000,CIX,South Korea,177,59,,M,
Hyunsuk,Yoon Hyunsuk,윤현석,현석,9/8/2001,CIX,South Korea,188,0,,M,
Jeon Woong,Jeon Woong,전웅,전웅,10/15/1997,AB6IX,South Korea,173,0,,M,
Seoham,Park Seoham,박서함,서함,10/28/1993,KNK,South Korea,190,70,,M,
Dongwon,Lee Dongwon,이동원,동원,1/1/1994,KNK,South Korea,184,0,,M,
Inseong,Jeong Inseong,정인성,인성,7/1/1994,KNK,South Korea,183,71,,M,
Jihun,Kim Jihun,김지훈,지훈,2/20/1995,KNK,South Korea,186,73,,M,
Heejun,Oh Heejun,오희준,희준,5/8/1996,KNK,South Korea,180,61,,M,
Jiahn,Yoo Jiahn,유지안,지안,4/1/1992,IN2IT,South Korea,176,57,,M,
Yeontae,Jeong Yeontae,정연태,연태,7/6/1992,IN2IT,South Korea,178,58,,M,
Inho,Hwang Inho,황인호,인호,6/21/1993,IN2IT,South Korea,177,58,,M,
Hyunuk,Han Hyunuk,한현욱,현욱,9/26/1994,IN2IT,South Korea,179,63,,M,
Isaac,Voo Isaak,부 아이젝,아이젝,12/12/1994,IN2IT,Malaysia,176,56,,M,
Inpyo,Lee Inpyo,이인표,인표,8/14/1995,IN2IT,South Korea,182,66,,M,
Sunghyun,Kim Sunghyun,김성현,성현,3/16/1996,IN2IT,South Korea,186,71,,M,
Moonvok,Jang Moonvok,장문복,문복,4/11/1995,Limitless,South Korea,168,48,,M,
Hwichan,Lee Heechan,이휘찬,휘찬,4/18/1996,Limitless,South Korea,0,0,,M,
A.M,Seong Hyunwoo,성현우,에이엠,12/31/1996,Limitless,South Korea,181,62,,M,
Heeseok,Yun Heeseok,윤희석,희석,6/10/1997,Limitless,South Korea,180,61,,M,
Yoonji,,,윤지,7/21/1998,Lusty,South Korea,163,45,,F,
Harin,,,하린,11/21/1995,Lusty,South Korea,160,43,Seoul,F,
Jinhui,,,진희,11/21/1996,Lusty,South Korea,160,42,Seongnam,F,
Isol,,,이솔,5/1/1997,Lusty,South Korea,166,48,Seoul,F,
Yeryung,,,예령,6/22/2002,Lusty,South Korea,169,49,Busan,F,
Eson,Kim Jungmin,김정민,이슨,12/28/1996,We In The Zone,South Korea,177,63,Honolulu,M,
Jooan,Im Jimyoung,임지명,주안,10/4/1996,We In The Zone,South Korea,173,58,Dongtan,M,
Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1/6/1998,We In The Zone,South Korea,175,60,Suncheon,M,
Min,Lee Mincheon,이민천,민,10/16/1997,We In The Zone,South Korea,171,50,Seoul,M,
Shihyun,Kim Shihyun,김시현,시현,5/6/1998,We In The Zone,South Korea,0,0,Changwon,M,
Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/1990,UNIQ,China,183,65,,M,
Sungjoo,Kim Sungjoo,김성주,성주,2/16/1994,UNIQ,South Korea,180,65,,M,
Wenhan,Li Wenhan,리원한,원한,7/22/1994,UNIQ,China,180,64,,M,
Seungyoon,Cho Seungyoon,조승연,승연,8/5/1996,UNIQ,South Korea,183,68,,M,
Yibo,Wang Yibo,왕이보,이보,8/5/1997,UNIQ,China,182,65,,M,
Yohan,Kim Yohan,김요한,요한,9/22/1999,WEi,South Korea,181,66,,M,
Junho,Cha Junho,차준호,준호,7/9/2002,DRIPPIN,South Korea,178,63,,M,
Dongpyo,Son Dongpyo,손동표,동표,9/9/2002,Mirae,South Korea,166,48,,M,
Minhee,Kang Minhee,강민희,민희,9/17/2002,CRAVITY,South Korea,185,58,,M,
Eunsang,Lee Eunsang,이은상,은상,10/26/2002,YOUNITE,South Korea,180,58,,M,
Hyeongjun,Song Hyeongjun,송형준,형준,11/30/2002,CRAVITY,South Korea,174,55,,M,
Dohyon,Nam Dohyon,남도현,도현,11/10/2004,BAE173,South Korea,180,62,,M,
Juri,Takahashi Juri,타카하시 쥬리,쥬리,10/3/1997,Rocket Punch,Japan,160,44,,F,
Yeonhee,Kim Yeonhee,김연희,연희,12/6/2000,Rocket Punch,South Korea,161,0,,F,
Suyun,Kim Suyun,김수윤,수윤,3/17/2001,Rocket Punch,South Korea,169,52,,F,
Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/2001,Rocket Punch,South Korea,161,0,,F,
Sohee,Kim Sohee,김소희,소희,8/14/2003,Rocket Punch,South Korea,161,46,,F,
Dahyun,Jeong Dahyun,정다현,다현,4/29/2005,Rocket Punch,South Korea,160,0,,F,
Yeseo,Kang Yeseo,강예서,예서,8/22/2005,Kep1er,South Korea,157,0,,F,
Wondae,Seol Wondae,설원대,원대,4/28/1998,Dongkiz,South Korea,180,63,,M,
Kyungyoon,Lee Kyungyoon,이경윤,경윤,2/21/2000,Dongkiz,South Korea,177,58,,M,
Munik,Jang Moonik,장문익,문익,3/20/2001,Dongkiz,South Korea,173,50,,M,
Jaechan,Park Jaechan,박재찬,재찬,12/6/2001,Dongkiz,South Korea,177,58,,M,
Jonghyeong,Kim Jonghyeong,김종형,종형,4/13/2002,Dongkiz,South Korea,178,65,,M,
Yonggeun,Jo Yonggeun,조용근,용근,1/23/1995,D1CE,South Korea,174,54,,M,
Hyunsoo,Kim Hyunsoo,김현수,현수,4/12/1995,D1CE,South Korea,176,60,,M,
Yoojun,Jun Yoojun,정유준,유준,7/26/1995,D1CE,South Korea,0,0,,M,
Woodam,Park Woodam,박우담,우담,8/2/1995,D1CE,South Korea,173,0,,M,
Jinyoung,Woo Jinyoung,우진영,진영,5/31/1997,D1CE,South Korea,170,51,,M,
Taedong,Kim Taedong,김태동,태동,11/7/1997,OMEGA X,South Korea,177,61,,M,
Yehyeon,Kim Yehyeon,김예현,예현,9/12/1999,GIDONGDAE,South Korea,176,63,,M,
Wonjin,Won Jin,원진,원진,1/1/2003,GIDONGDAE,South Korea,0,0,,M,
Youngho,Noh Youngho,노영호,영호,3/24/1993,SIGNAL,South Korea,0,0,,M,
Gihwan,Kim Gihwan,김기환,기환,11/24/1993,SIGNAL,South Korea,0,0,,M,
Kyuhwan,Lee Kyuhwan,이규환,규환,9/18/1994,SIGNAL,South Korea,0,0,,M,
Bokeun,Kim Bokeun,김복은,복은,10/12/1994,SIGNAL,South Korea,0,0,,M,
Aini,Kim Heejung,김희정,아이니,7/13/1991,,South Korea,163,44,,F,
Seea,Kang Eunyoung,강은영,시아,8/21/1994,Pink Fantasy,South Korea,160,43,,F,
Yechan,Kim Yechan,김예찬,예찬,11/26/1995,Pink Fantasy,South Korea,159,45,,F,
Daewang Nim,Daewang Nim,대왕님,대왕님,4/8/1996,Pink Fantasy,South Korea,162,49,,F,
Sanga,Lee Sanga,이상아,상아,8/5/1999,,South Korea,165,0,,F,
Yubin,Cho Yubin,조유빈,유빈,10/9/1999,,South Korea,156,40,,F,
Harin,Park Guenhye,박근혜,하린,5/26/2000,Pink Fantasy,South Korea,164,48,,F,
Arang,Park Yerim,박예림,아랑,1/22/2001,Pink Fantasy,South Korea,167,49,,F,
Heesun,Park Heesun,박희선,희선,1/25/2005,Pink Fantasy,South Korea,162,45,,F,
Lina,Oh Sejin,오세진,리나,7/27/1997,ANS,South Korea,0,0,,F,
Royeon,Jeon Hyunjoo,전현주,로연,2/20/1998,ANS,South Korea,0,0,,F,
Dalyn,Lee Sohyun,이소현,달린,8/27/1999,ANS,South Korea,0,0,,F,
Raon,Lee Seoyoung,이서영,라온,1/21/2000,ANS,South Korea,0,0,,F,
Bian,Yu Jiwon,유지원,비안,2/13/2001,MAJORS,South Korea,0,0,,F,
Dami,Hong Dayoung,홍다영,담이,6/7/2001,ANS,South Korea,0,0,,F,
Doi,Kim Doi,김도이,도이,4/12/1994,FANATICS,South Korea,170,0,,F,
Sika,Ren Shika,렌 시카,시카,8/22/1995,,China,165,0,,F,
Chaelin,Lee Chaelin,이채린,채린,10/20/1999,FANATICS,South Korea,162,47,,F,
Chiayi,Li Chiayi,지아이,지아이,1/22/2000,FANATICS,Taiwan,164,0,,F,
Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/2001,FANATICS,South Korea,173,0,,F,
Doah,Kim Doah,김도아,도아,12/4/2003,FANATICS,South Korea,163,42,,F,
Loha,Kang Yejin,강예진,로하,12/27/2001,Nature,South Korea,171,0,,F,
Yunji,Kim Yunji,김윤지,윤지,8/26/1996,ARIAZ,South Korea,0,0,,F,
Dawon,Lee Dawon,이다원,다원,12/2/1996,ARIAZ,South Korea,0,0,,F,
Sihyeon,Kang Sihyeon,강시현,시현,7/15/1998,ARIAZ,South Korea,0,0,,F,
Yeori,Choi Yeori,최여리,여리,9/8/1999,ARIAZ,South Korea,0,0,,F,
Hyogyeong,Jang Hyogyeong,장효경,효경,11/15/1999,ARIAZ,South Korea,0,0,,F,
Jueun,Jo Jueun,조주은,주은,1/27/2001,ARIAZ,South Korea,0,0,,F,
Yurim,Park Yurim,박유림,유림,4/13/1998,3YE,South Korea,164,0,,F,
Yuji,Son Yuji,손유지,유지,11/25/1998,3YE,South Korea,160,45,,F,
Haeun,Yoon Haeun,윤하은,하은,3/12/1999,3YE,South Korea,163,0,,F,
Kain,Bang Junho,방준호,카인,3/25/1997,ARGON,South Korea,178,0,,M,
Haneul,Lee Haneul,이하늘,하늘,6/3/1996,ARGON,South Korea,175,0,,M,
Roel,Kim Sunho,김선호,로엘,2/13/1997,ARGON,South Korea,0,0,,M,
Yeoun,Lee Kyeongbin,이경빈,여운,9/3/1997,ARGON,South Korea,0,0,,M,
Gon,Kim Seongjung,김성중,곤,11/13/1998,ARGON,South Korea,0,0,,M,
Jaeun,Ha Jaeun,한재운,재운,9/28/1999,ARGON,South Korea,0,0,,M,
J,Lee Yeji,이예지,제이,2/12/1998,ANS,South Korea,0,0,,F,
Haena,Jeon Eunbi,전은비,해나,2/19/2002,ANS,South Korea,0,0,,F,
Kiara,Baek Jinjoo,백진주,키아라,8/20/1998,,South Korea,0,0,,F,
Semi,Gu Semi,구세미,세미,4/10/2002,Cignature,South Korea,166,46,,F,
Seline,Jung Yeonjeong,정연정,셀린,6/20/2000,Cignature,South Korea,0,0,,F,
Bada,Kim Bada,김바다,바다,5/28/2002,Hinapia,South Korea,162,49,,F,
Kookheon,Kim Kookheon,김국헌,국헌,4/15/1997,B.O.Y,South Korea,0,0,,M,
Yuvin,Song Yuvin,송유빈,유빈,4/28/1998,B.O.Y,South Korea,0,0,,M,
Kim Yoon,Kim Seongsu,김성수,김윤,2/17/1994,DUSTIN,South Korea,183,65,,M,
Siu,Hwang Inseok,황인석,시우,5/19/1995,DUSTIN,South Korea,0,0,,M,
Daon,Ahn Seonil,안선일,다온,12/10/2000,DUSTIN,South Korea,0,0,,M,
Seunghan,Lee Seunghan,이승한,승한,2/22/1996,DUSTIN,South Korea,0,0,,M,
Hwani,Jo Sihyeon,조시환,화니,11/16/1994,DUSTIN,South Korea,0,0,,M,
JJ,Jun Jihyeok,전진혁,제이제이,12/11/1998,DUSTIN,South Korea,0,0,,M,
BEL,Choi Sunghoon,최성훈,벨,5/21/2000,DUSTIN,South Korea,0,0,,M,
AleXa,Kim Seri,김세리,알렉사,12/6/1996,,USA,0,0,,F,
Love,Park Jisung,박지성,러브,1/17/1994,,South Korea,0,0,,M,
KB,Shin Kyubin,신규빈,규빈,4/23/1994,OnlyOneOf,South Korea,0,0,,M,
Junji,Kim Junhyung,김준형,준지,4/6/1998,OnlyOneOf,South Korea,0,0,,M,
Yoojung,Lee Taeyeop,이태엽,유정,5/19/1997,OnlyOneOf,South Korea,0,0,,M,
Rie,Lee Seungho,이성호,리에,11/6/1996,OnlyOneOf,South Korea,0,0,,M,
Mill,Lee Yongsoo,이용수,밀,3/30/1999,OnlyOneOf,South Korea,0,0,,M,
Nine,Jung Wookjin,정욱진,나인,12/13/1999,OnlyOneOf,South Korea,0,0,,M,
Della,Park Sehyun,박세현,델라,9/3/1995,Rockit Girl,South Korea,0,0,,F,
Han Leeseul,Han Jiyoon,한지윤,한이슬,2/12/2000,Rockit Girl,South Korea,0,0,,F,
Castle J,Son Sangjoon,손성준,캐슬제이,5/31/1999,MCND,South Korea,0,0,,M,
Bic,Nam Seungmin,남승민,빅,4/25/2001,MCND,South Korea,0,0,,M,
Minjae,Song Minjae,송민재,민재,8/23/2003,MCND,South Korea,0,0,,M,
Huijun,Noh Huijun,노휘준,휘준,10/7/2003,MCND,South Korea,0,0,,M,
Win,Bang Junhyuk,방준혁,윈,12/19/2004,MCND,South Korea,0,0,,M,
Changgyu,Song Changgyu,송창규,창규,7/6/1993,UNVS,South Korea,0,0,,M,
YY,Kim Moonyong,김문용,와이와이,8/30/1991,UNVS,South Korea,0,0,,M,
Jen,Kim Yehyeon,김예현,젠,3/27/1997,UNVS,South Korea,0,0,,M,
Jun H.,Im Joonhyun,임준현,준현,8/28/1991,UNVS,South Korea,0,0,,M,
Eunho,Shin Donggeun,신동근,은호,9/10/1992,UNVS,South Korea,0,0,,M,
Jinwoo,Lee Jinwoo,이진우,진우,9/13/2004,Ghost9,South Korea,176,57,,M,
Taesung,Lee Taesung,이태승,태승,12/19/2003,,South Korea,184,64,,M,
Woojin,Lee Woojin,이우진,우진,4/7/2003,Ghost9,South Korea,178,65,,M,
Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,South Korea,0,0,,M,
Allen,Allen Ma,앨런 마,앨런,4/26/1999,CRAVITY,USA,0,0,,M,
Jungmo,Koo Jungmo,구정모,정모,2/5/2000,CRAVITY,South Korea,181,58,,M,
Woobin,Seo Woobin,서우빈,우빈,10/16/2000,CRAVITY,South Korea,0,0,,M,
Wonjin,Ham Wonjin,함원진,원진,3/22/2001,CRAVITY,South Korea,174,57,,M,
BIBI,Kim Hyungseo,김형서,비비,9/27/1998,,South Korea,0,0,,F,
Taeyoung,Kim Taeyoung,김태영,태영,1/27/2003,CRAVITY,South Korea,0,0,,M,
Seongmin,Ahn Seongmin,안성민,성민,8/1/2003,CRAVITY,South Korea,0,0,,M,
Chihoon,Choi Chihoon,최치훈,치훈,4/27/1999,TOO,South Korea,0,0,,M,
Donggeon,Song Donggeon,송동건,동건,7/15/1999,TOO,South Korea,0,0,,M,
Chan,Jo Chanhyuk,조찬혁,찬,12/8/1999,TOO,South Korea,0,0,,M,
Jisu,Choi Jisu,최지수,지수,1/19/2000,TOO,South Korea,0,0,,M,
Minsu,Kim Minsu,김민수,민수,3/20/2000,TOO,South Korea,0,0,,M,
Jaeyun,Lee Jaeyun,이재윤,이재윤,8/16/2000,TOO,South Korea,0,0,,M,
J.YOU,Kim Jaeyu,김제유,제유,11/2/2000,TOO,South Korea,0,0,,M,
Kyungho,Jang Kyungho,장경호,경호,5/7/2001,TOO,South Korea,0,0,,M,
Jerome,Oh Sungmin,오성민,제롬,8/25/2001,TOO,South Korea,0,0,,M,
Woonggi,Cha Woonggi,차웅기,웅기,4/23/2002,TOO,South Korea,0,0,,M,
Woo-ah,Kim Chaewon,김채원,우아,6/20/1997,CRAXY,South Korea,0,0,,F,
Karin,Baek Yerin,백예린,카린,4/23/2000,CRAXY,South Korea,0,0,,F,
Hyejin,Kang Hyejin,강혜진,혜진,7/13/2000,CRAXY,South Korea,0,0,,F,
Swan,Kim Suan,김수안,수안,12/28/2000,CRAXY,South Korea,0,0,,F,
ChaeY,Song Chaeyeon,송채연,채이,1/6/2003,CRAXY,South Korea,0,0,,F,
Lina,Oh Hyesoo,오혜수,리나,5/23/1997,RedSquare,South Korea,0,0,,F,
Nana,Kwon Nayeon,권나연,나나,3/9/2001,woo!ah!,South Korea,0,0,,F,
Wooyeon,Park Jinkyung,박진경,우연,2/11/2003,woo!ah!,South Korea,0,0,,F,
Sora,Sakata Sora,사카타 소라,소라,8/30/2003,woo!ah!,Japan,0,0,,F,
Lucy,Kim Daeun,김대은,루시,4/9/2004,woo!ah!,South Korea,0,0,,F,
Minseo,Kim Minseo,김민서,민서,8/12/2004,woo!ah!,South Korea,0,0,,F,
Songyee,Park Songyee,박송이,송이,9/25/2004,,South Korea,0,0,,F,
Lea,Ogawa Mizuki,오가와 미즈키,레아,8/12/1995,SECRET NUMBER,Japan,169,0,Tokyo,F,
Dita,Dita Karang,디타 가랑,디타,12/25/1996,SECRET NUMBER,Indonesia,0,0,Yogyakarta,F,
Jinny,Park Jinhee,박진희,지니,1/19/1998,SECRET NUMBER,South Korea,0,0,California,F,
Soodam,Lee Soodam,이수담,수담,11/9/1999,SECRET NUMBER,South Korea,0,0,,F,
Denise,Kim Denise,김데니스,데니스,1/11/2001,SECRET NUMBER,South Korea,0,0,,F,
Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,South Korea,165,0,,F,
Jiyoon,Shin Jiyoon,신지윤,지윤,3/2/2002,,South Korea,0,0,,F,
Monday,Kim Jimin,김지민,먼데이,5/10/2002,Weeekly,South Korea,172,0,,F,
Soeun,Park Soeun,박소은,소은,10/26/2002,Weeekly,South Korea,168,0,,F,
Jaehee,Lee Jaehee,이재희,재희,3/18/2004,Weeekly,South Korea,166,0,,F,
Jihan,Han Jihyo,한지효,지한,7/12/2004,Weeekly,South Korea,0,0,,F,
Zoa,Cho Hyewon,조혜원,조아,5/31/2005,Weeekly,South Korea,170,0,,F,
Seokhwa,Kang Seokhwa,강석화,석화,12/1/2000,WEi,South Korea,172,56,,M,
Areum,Kim Daun,김다운,아름,1/31/1998,AREAL,South Korea,0,0,,F,
Hyebin,Kim Hyebin,김혜빈,혜빈,3/29/1997,AREAL,South Korea,0,0,,F,
Segye,Shin Segye,신세계,세계,8/19/1998,AREAL,South Korea,0,0,,F,
Dabi,Park Jiwon,박지원,다비,1/19/2000,AREAL,South Korea,0,0,,F,
Eyedi,Nam Yujin,남유진,아이디,12/8/1995,,South Korea,0,0,,F,
Rano,Byun Yongseop,변용섭,라노,12/10/1998,E'LAST,South Korea,175,60,,M,
Won Hyuk,Won Hyuk,원혁,원혁,2/22/2002,E'LAST,South Korea,181,63,,M,
Wonjun,Lee Wonjun,이원준,원준,3/8/2002,E'LAST,South Korea,0,0,,M,
Choi In,Choi In,최인,최인,2/11/1996,E'LAST,South Korea,170,50,,M,
Seungyeop,Choi Seungyeop,최승엽,승엽,5/8/1997,E'LAST,South Korea,176,60,,M,
Baekgyeul,Baek Sunwoo,백결,백선우,12/1/1999,E'LAST,South Korea,180,61,,M,
Romin,Choi Youngmin,최영민,로민,4/24/2001,E'LAST,South Korea,179,58,,M,
Yejun,Oh Yejun,오예준,예준,8/23/2002,E'LAST,South Korea,178,58,,M,
Minho,Lee Minho,이민호,민호,9/4/1995,MY.st,South Korea,0,0,,M,
Juntae,Kim Juntae,김준태,준태,9/4/1995,MY.st,South Korea,0,0,,M,
Woncheol,Jung Woncheol,정원철,원철,1/12/1996,MY.st,South Korea,0,0,,M,
Woojin,Lee Woojin,이우진,우진,11/22/1996,MY.st,South Korea,0,0,,M,
Keonwoo,Kim Keonwoo,김건우,건우,12/17/1996,MY.st,South Korea,0,0,,M,
Haneul,Choi Haneul,최하늘,하늘,11/28/2000,Saturday,South Korea,158,43,,F,
Juyeon,Lee Juyeon,이주연,주연,11/6/2001,Saturday,South Korea,164,44,,F,
Yuki,Lim Jiyeon,임지연,유키,1/30/2002,Saturday,South Korea,161,44,,F,
Ayeon,Son Minji,손민지,아연,9/29/2002,Saturday,South Korea,162,47,,F,
Minseo,Park Minseo,박민서,민서,3/21/2003,Saturday,South Korea,163,45,,F,
Jieun,Park Jieun,박지은,지은,9/4/1997,Purple Kiss,South Korea,166,49,,F,
Goeun,Na Goeun,나고은,고은,9/3/1999,Purple Kiss,South Korea,160,44,,F,
Dosie,Jang Eunseung,장은성,도시,2/11/2000,Purple Kiss,South Korea,0,0,,F,
Ireh,Cho Seoyoung,조서영,이레,4/30/2002,Purple Kiss,South Korea,0,0,,F,
Yuki,Mori Koyuki,모리 코유키,유키,11/6/2002,Purple Kiss,Japan,0,0,,F,
Chaein,Lee Chaeyoung,이채영,채인,12/5/2002,Purple Kiss,South Korea,0,0,,F,
Swan,Park Soojin,박수진,수안,7/11/2003,Purple Kiss,South Korea,0,0,,F,
EunB,Shin Eunbi,신은비,은비,9/17/2000,Maka Maka,South Korea,0,0,,F,
Heesu,Kim Heesu,김희수,희수,3/24/1998,Maka Maka,South Korea,0,0,,F,
Daseul,Yang Daseul,양다슬,다슬,9/14/2000,Maka Maka,South Korea,0,0,,F,
Chaewon,Lee Chaewon,이채원,채원,3/18/2000,Maka Maka,South Korea,0,0,,F,
Dia,Kwak Minnyeong,곽민녕,디아,9/3/1999,Maka Maka,South Korea,0,0,,F,
Junghwan,So Junghwan,소정환,정환,2/18/2005,Treasure,South Korea,0,0,,M,
Lee Hyeop,Lee Hyeop,이협,이협,8/13/1999,DRIPPIN,South Korea,177,57,,M,
Yunseong,Hwang Yunseong,황윤성,윤성,10/30/2000,DRIPPIN,South Korea,181,60,,M,
Changuk,Joo Changuk,주창욱,창욱,7/25/2001,DRIPPIN,South Korea,184,59,,M,
Dongyun,Kim Dongyun,김동윤,동윤,2/18/2002,DRIPPIN,South Korea,177,61,,M,
Minseo,Kim Minseo,김민서,민서,5/13/2002,DRIPPIN,South Korea,177,53,,M,
Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,10/6/2004,DRIPPIN,Germany,180,0,,M,
Dongjun,Hwang Dongjun,황동준,동준,9/7/1999,,South Korea,0,0,,M,
Junhyung,Son Junhyung,손준형,준형,10/21/2000,Ghost9,South Korea,0,0,,M,
Kangsung,Lee Kangsung,이강성,강성,8/8/2002,Ghost9,South Korea,0,0,,M,
Junseong,Choi Junseong,최준성,준성,9/29/2002,Ghost9,South Korea,170,55,,M,
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,1/10/2003,Ghost9,Thailand,0,0,,M,
Keeho,Yoon Kiho,윤기호,기호,9/27/2001,P1Harmony,Canada,0,0,,M,
Jiung,Choi Jiwoong,최지웅,지웅,10/7/2001,P1Harmony,South Korea,0,0,,M,
Intak,Hwang Intak,황인탁,인탁,8/31/2003,P1Harmony,South Korea,0,0,,M,
Soul,Haku Shota,하쿠 쇼타,소울,2/1/2005,P1Harmony,Japan,0,0,,M,
Jongseob,Kim Jongseob,김종섭,종섭,11/19/2005,P1Harmony,South Korea,173,0,,M,
Jungwon,Yang Jungwon,양정원,정원,2/9/2004,ENHYPEN,South Korea,0,0,,M,
Jay,Park Jongsung,박종성,제이,4/20/2002,ENHYPEN,South Korea,0,0,,M,
Jake,Shim Jaeyoon,심재윤,제이크,11/15/2002,ENHYPEN,South Korea,0,0,,M,
Ni-Ki,Nishimura Riki,니시무라 리키,니키,12/9/2005,ENHYPEN,Japan,0,0,,M,
Heeseung,Lee Heeseung,이희승,희승,10/15/2001,ENHYPEN,South Korea,0,0,,M,
Sunghoon,Park Sunghoon,박성훈,성훈,12/8/2002,ENHYPEN,South Korea,0,0,,M,
Sunoo,Kim Sunwoo,김선우,선우,6/24/2003,ENHYPEN,South Korea,0,0,,M,
Shin,Kim Suhyun,김수현,신,3/18/2000,Ghost9,South Korea,0,0,,M,
Theo,Choi Taeyang,최태양,태오,7/1/2001,P1Harmony,South Korea,0,0,,M,
E-Chan,Lee Changmin,이창민,이찬,2/19/1997,DKB,South Korea,178,63,,M,
D1,Jang Dongil,장동일,디원,2/15/1998,DKB,South Korea,174,59,,M,
Teo,Jang Sungsik,장성식,테오,10/22/1997,DKB,South Korea,177,64,,M,
GK,Kim Kwanghyun,김광현,지케이,9/29/1998,DKB,South Korea,177,60,,M,
Heechan,Yang Heechan,양희찬,희찬,7/31/1999,DKB,South Korea,176,63,,M,
